sample	selected_count	subset_diversity	domain_pass_rate	mean_constraint_score	mean_conservation_score	mean_novelty_score	mean_uniqueness_score
241	20	0.7273401616	0.2	0.1457572206	0.3739130435	0.763225965	0.7137837328
242	20	0.7236520493	0.15	0.09053280514	0.3217391304	0.7764543589	0.708932831
243	20	0.7262843857	0.25	0.1147129187	0.4173913043	0.7130761557	0.7188039963
244	20	0.5500193007	0.1	0.08935406699	0.2956521739	0.7945040013	0.6416202948
245	20	0.7311626944	0.15	0.07666140415	0.3673913043	0.7426849267	0.7163828784
246	20	0.7987185715	0.15	0.1396144483	0.4043478261	0.7076521737	0.75830576
247	20	0.7977432065	0.1	0.08531323247	0.3130434783	0.7914538705	0.758464351
248	20	0.6951460804	0.15	0.09592139163	0.3717391304	0.7433617273	0.6970873156
249	20	0.559636445	0	0	0.2630434783	0.8531311394	0.6480274756
250	20	0.659372042	0.2	0.1370813397	0.3782608696	0.7420091387	0.6833120032
251	20	0.6905939617	0.15	0.04377990431	0.3152173913	0.8022806192	0.6981414456
252	20	0.6980313613	0.15	0.07163748071	0.3760869565	0.7533090224	0.7002124247
253	20	0.78022067	0.15	0.08229665072	0.3239130435	0.7706356253	0.7412944696
254	20	0.750751071	0.25	0.1412679426	0.4217391304	0.6922864062	0.7268414084
255	20	0.7351250709	0.2	0.1496304942	0.3586956522	0.7489793203	0.7183333496
256	20	0.6118808776	0.1	0.06638755981	0.3195652174	0.7918392521	0.6651110044
257	20	0.7168195874	0.2	0.09724880383	0.4065217391	0.7059361448	0.7087563015
258	20	0.7793369346	0.25	0.1494521176	0.3630434783	0.7248815968	0.7429092521
259	20	0.7793640614	0.2	0.1071702536	0.3826086957	0.710601594	0.7466532166
260	20	0.691034671	0.15	0.09065823373	0.3826086957	0.7515970704	0.6994192762
261	20	0.7398603812	0.25	0.176063318	0.4282608696	0.6872140818	0.7244848757
262	20	0.6909336372	0.1	0.04078947368	0.252173913	0.8175410079	0.7001759535
263	20	0.7372474198	0.15	0.02344497608	0.3239130435	0.7682364631	0.7181907489
264	20	0.7392397702	0.2	0.1600811008	0.3565217391	0.7320331136	0.7221264246
